"endTime","artistName","trackName","msPlayed","trackGenre"
"2022-04-15 23:33","Wiso G","Almas Atrapadas","366830","unknown_value_please_contact_support"
"2022-04-15 23:36","The Weeknd","Real Life","223373","R&B/Pop"
"2022-04-15 23:44","Carlos Guerrero","La Mejor de Todas","200714","unknown_value_please_contact_support"
"2022-04-16 00:15","Jowell & Randy","Anaranjado","165268","unknown_value_please_contact_support"
"2022-04-16 10:25","Kanye West","All Of The Lights","83426","HipHop"
"2022-04-16 10:33","Ed Sheeran","Kiss Me","280853","unknown_value_please_contact_support"
"2022-04-16 10:34","Tego Calder?n","Dominicana","35975","unknown_value_please_contact_support"
"2022-04-16 10:37","Victor Estevez","Amor de Mi Delirio","56166","unknown_value_please_contact_support"
"2022-04-16 10:43","Joha","Shot for Me","221705","unknown_value_please_contact_support"
"2022-04-16 11:00","Residente","Hoy","102274","unknown_value_please_contact_support"
"2022-04-16 13:32","Empire of the Sun","We Are The People","35104","unknown_value_please_contact_support"
"2022-04-16 13:42","Daddy Yankee","Ven Conmigo","112060","Reggaeton"
"2022-04-16 13:48","Alexander Acha","Te amo","85342","unknown_value_please_contact_support"
"2022-04-16 13:52","Alex Gargolas","Un Sue?o","245106","Reggaeton"
"2022-04-16 13:53","Canserbero","De Mi Muerte","98255","Hiphop/Rap"
"2022-04-16 13:57","Farruko","Sunset (feat. Shaggy & Nicky Jam)","238080","Reggaeton"
"2022-04-16 14:14","DJ Nelson","Chica Virtual (feat. Arcangel)","264198","unknown_value_please_contact_support"
"2022-04-16 14:20","The Weeknd","Acquainted","348853","R&B/Pop"
"2022-04-16 15:20","Man?","El verdadero amor perdona - dueto con Prince Royce","238143","unknown_value_please_contact_support"
"2022-04-16 15:51","El Alfa","Bendecido","187107","unknown_value_please_contact_support"
"2022-04-16 15:53","Rochy RD","El Coba","123716","unknown_value_please_contact_support"
"2022-04-16 15:56","Daddy Yankee","X ?LTIMA VEZ","192477","Reggaeton"
"2022-04-16 16:03","Becky G","MAMIII","226070","unknown_value_please_contact_support"
"2022-04-16 16:10","El Alfa","Gogo Dance","173389","unknown_value_please_contact_support"
"2022-04-16 16:19","Treintisiete","3730","137777","unknown_value_please_contact_support"
"2022-04-16 16:23","Bad Bunny","Yonaguni","206705","Reggaeton"
"2022-04-16 16:27","El Alfa","Tontoron Tonton","237262","unknown_value_please_contact_support"
"2022-04-16 16:33","Yomel El Meloso","Molly","134237","unknown_value_please_contact_support"
"2022-04-16 16:37","Mora","Volando - Remix","273474","unknown_value_please_contact_support"
"2022-04-16 16:41","El Alfa","Panam?","208550","unknown_value_please_contact_support"
"2022-04-16 16:41","Harry Styles","As It Was","14018","unknown_value_please_contact_support"
"2022-04-16 16:44","Kaly Ocho","Bocina Bom","197278","unknown_value_please_contact_support"
"2022-04-16 16:49","El Alfa","Maquina de Dinero","265297","unknown_value_please_contact_support"
"2022-04-16 16:49","Anitta","Envolver","33410","unknown_value_please_contact_support"
"2022-04-16 16:52","Dowba Montana","Depues De Las 3","191460","unknown_value_please_contact_support"
"2022-04-16 16:56","Aventura","Volv?","230111","Bachata"
"2022-04-16 16:59","Bad Bunny","A Tu Merced","175915","Reggaeton"
"2022-04-16 17:03","Bad Bunny","D?KITI","205080","Reggaeton"
"2022-04-16 17:06","El Alfa","GALAPIN","196163","unknown_value_please_contact_support"
"2022-04-16 17:09","Eladio Carrion","Me Gustas Natural","170064","unknown_value_please_contact_support"
"2022-04-16 17:11","Braulio Fogon","Necio","125040","unknown_value_please_contact_support"
"2022-04-16 17:17","Braulio Fogon","Di Di Di","193639","unknown_value_please_contact_support"
"2022-04-16 17:21","Jhayco","Ley Seca","263253","unknown_value_please_contact_support"
"2022-04-16 17:29","Anuel AA","S?belo","239797","Reggaeton"
"2022-04-16 17:32","Bad Bunny","La Santa","206420","Reggaeton"
"2022-04-16 17:35","Danny Ocean","Fuera del mercado","159847","unknown_value_please_contact_support"
"2022-04-16 17:39","J Balvin","LA CANCI?N","242557","unknown_value_please_contact_support"
"2022-04-16 17:41","Braulio Fogon","Bagre","160307","unknown_value_please_contact_support"
"2022-04-16 17:44","Braulio Fogon","Mango Pi?a","163373","unknown_value_please_contact_support"
"2022-04-16 17:46","Rochy RD","65 Millones - En Vivo","108763","unknown_value_please_contact_support"
"2022-04-16 17:46","Mora","MEMORIAS","26356","unknown_value_please_contact_support"
"2022-04-16 17:49","Rauw Alejandro","MUSEO","179332","Reggaeton"
"2022-04-16 17:53","Rauw Alejandro","Todo De Ti","199600","Reggaeton"
"2022-04-16 17:57","Nio Garcia","AM Remix","261318","unknown_value_please_contact_support"
"2022-04-16 18:01","Rauw Alejandro","2/Catorce","205714","Reggaeton"
"2022-04-16 18:07","Kaly Ocho","Piri Bambam","174708","unknown_value_please_contact_support"
"2022-04-16 18:08","ROSAL?A","LA COMBI VERSACE","25370","unknown_value_please_contact_support"
"2022-04-16 18:10","Bad Bunny","La Zona","136892","Reggaeton"
"2022-04-16 18:17","Bad Bunny","Diles","286024","Reggaeton"
"2022-04-16 18:20","Rochy RD","Los Illuminaty","157107","unknown_value_please_contact_support"
"2022-04-16 19:39","Mora","badtrip :(","191596","unknown_value_please_contact_support"
"2022-04-16 19:42","Mora","2010","171689","unknown_value_please_contact_support"
"2022-04-16 19:48","Mora","ROBERT DE NIRO","174916","unknown_value_please_contact_support"
"2022-04-16 19:52","Mora","PECADO","171968","unknown_value_please_contact_support"
"2022-04-16 19:55","Mora","LINDOR","144130","unknown_value_please_contact_support"
"2022-04-16 19:58","Mora","TUS L?GRIMAS","174476","unknown_value_please_contact_support"
"2022-04-16 20:01","Mora","ESCALOFR?OS","138510","unknown_value_please_contact_support"
"2022-04-16 20:03","Mora","PLAYA PRIVADA","157647","unknown_value_please_contact_support"
"2022-04-16 20:05","Mora","LEJOS DE TI","128639","unknown_value_please_contact_support"
"2022-04-16 20:09","Mora","QSY","219705","unknown_value_please_contact_support"
"2022-04-16 20:12","Mora","TU AMIGO","173315","unknown_value_please_contact_support"
"2022-04-16 20:14","Mora","ORO ROSADO","154646","unknown_value_please_contact_support"
"2022-04-16 20:18","Mora","LA INOCENTE","202154","unknown_value_please_contact_support"
"2022-04-16 20:22","Mora","OJOS COLORAU","221136","unknown_value_please_contact_support"
"2022-04-16 23:03","Jay Wheeler","La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","22614","Reggaeton"
"2022-04-17 01:35","Jon Secada","Angel","13227","unknown_value_please_contact_support"
"2022-04-17 01:43","Jon Secada","Angel - Spanish Version","276086","unknown_value_please_contact_support"
"2022-04-17 01:48","Eros Ramazzotti","Otra Como Tu","281226","unknown_value_please_contact_support"
"2022-04-17 01:49","Century","Lover Why - 1985","24689","unknown_value_please_contact_support"
"2022-04-17 01:50","John Waite","Missing You","12122","unknown_value_please_contact_support"
"2022-04-17 01:54","Cristian Castro","Azul","258159","unknown_value_please_contact_support"
"2022-04-17 01:59","Cristian Castro","Por Amarte As?","272185","unknown_value_please_contact_support"
"2022-04-17 02:03","Cristian Castro","Lloviendo Estrellas","255791","unknown_value_please_contact_support"
"2022-04-17 02:08","Cristian Castro","Yo Quer?a","254630","unknown_value_please_contact_support"
"2022-04-17 02:12","Pepe Aguilar","Miedo","186428","unknown_value_please_contact_support"
"2022-04-17 02:17","Alejandro Sanz","Amiga m?a","284315","unknown_value_please_contact_support"
"2022-04-17 02:25","David Bisbal","D?gale","89843","unknown_value_please_contact_support"
"2022-04-17 02:26","Alejandro Sanz","Aprendiz - Unplugged","75822","unknown_value_please_contact_support"
"2022-04-17 02:32","Leandro & Leonardo","Temporal de amor","398608","unknown_value_please_contact_support"
"2022-04-17 02:37","Yoskar Sarante","Perdido","245854","unknown_value_please_contact_support"
"2022-04-17 02:41","Yoskar Sarante","Prohibeme","241860","unknown_value_please_contact_support"
"2022-04-17 02:50","Yoskar Sarante","Guerra De Amor","419575","unknown_value_please_contact_support"
"2022-04-17 03:05","Ricardo Arjona","Lo Poco Que Queda de Mi - Ac?stico","261493","BaladaPop"
"2022-04-17 03:10","Ricardo Arjona","Vida","311381","BaladaPop"
"2022-04-17 03:14","Ricardo Arjona","Tocando Fondo","268795","BaladaPop"
"2022-04-17 03:17","Ricardo Arjona","Quinto Piso","102956","BaladaPop"
"2022-04-17 03:36","Ricardo Arjona","Acomp??ame a Estar Solo","211825","BaladaPop"
"2022-04-17 17:08","Yoskar Sarante","Cama Separada","243392","unknown_value_please_contact_support"
"2022-04-17 17:15","Lytos","Esclavo de la Qu?mica","148098","R&B/Pop"
"2022-04-17 17:20","Lytos","Dime Qu? Ves?","281009","R&B/Pop"
"2022-04-17 17:29","Lytos","?Qui?n me Salva a M??","181256","R&B/Pop"
"2022-04-18 17:04","Ismael Rivera","Las Caras Lindas","41302","Salsa"
"2022-04-18 17:08","Arc?ngel","Sola (feat. De La Ghetto)","240466","Reggaeton"
"2022-04-18 17:16","D?melo Flow","Pa M?","210865","unknown_value_please_contact_support"
"2022-04-18 17:16","Ricardo Arjona","Para Bien o Para Mal (feat. Buena Fe) - Ac?stico","17007","BaladaPop"
"2022-04-18 17:17","Don Omar","Bailando Bajo El Sol","41295","Reggaeton"
"2022-04-18 17:18","Linkin Park","She Couldn't","78128","Rock"
"2022-04-18 17:27","Sia","Welcome to the Wonderful World of (feat. Sia, Diplo, and Labrinth)","25937","BaladaPop"
"2022-04-18 17:27","Lil Wayne","Mona Lisa (feat. Kendrick Lamar)","29222","unknown_value_please_contact_support"
"2022-04-18 17:30","Ozuna","T? Foto","189535","Reggaeton"
"2022-04-18 17:34","ZAYN","PILLOWTALK","202746","unknown_value_please_contact_support"
"2022-04-18 17:35","Dalex","+Linda","43142","unknown_value_please_contact_support"
"2022-04-18 17:36","Yandel","Como Antes (feat. Wisin)","11108","Reggaeton"
"2022-04-18 17:36","Don Omar","Angeles Y Demonios","51135","Reggaeton"
"2022-04-18 18:44","Watussi","Dale Pal Piso (feat. Jowell y Randy & ?engo Flow)","237306","unknown_value_please_contact_support"
"2022-04-18 18:44","Sebastian Yatra","Magdalena","25910","unknown_value_please_contact_support"
"2022-04-18 18:54","Steve Angello","Lord","43567","unknown_value_please_contact_support"
"2022-04-18 18:55","Mecal","Reflexiona","14038","unknown_value_please_contact_support"
"2022-04-18 18:59","Bad Bunny","Ignorantes","210606","Reggaeton"
"2022-04-18 19:48","Willie Col?n","Pl?stico","13210","unknown_value_please_contact_support"
"2022-04-18 20:31","H?ctor ""El Father""","Sola","173500","unknown_value_please_contact_support"
"2022-04-18 20:38","Daddy Yankee","Pose","217226","Reggaeton"
"2022-04-18 20:46","Aventura","Su Veneno","221686","Bachata"
"2022-04-18 20:46","Drake","Jungle","43520","HipHop"
"2022-04-18 20:50","De La Ghetto","Mi Fanatica","228560","Reggaeton"
"2022-04-18 20:56","Nicky Jam","Voy A Beber (Original)","213560","Reggaeton"
"2022-04-18 20:57","Twenty One Pilots","Ride","56165","unknown_value_please_contact_support"
"2022-04-18 21:01","Bruno Mars","It Will Rain","257720","BaladaPop"
"2022-04-18 21:10","Voltio","Chulin Culin Chunfly","275343","unknown_value_please_contact_support"
"2022-04-18 22:05","Manuel Medrano","Una y Otra Vez","145580","BaladaPop"
"2022-04-19 10:04","The Weeknd","Earned It (Fifty Shades Of Grey)","277712","R&B/Pop"
"2022-04-19 12:59","Jay Wheeler","Diferente","197922","Reggaeton"
"2022-04-19 13:00","Jay Wheeler","No Dejo De Amarte","74075","Reggaeton"
"2022-04-19 13:06","Jay Wheeler","Se Rebel?","188646","Reggaeton"
"2022-04-19 13:09","Jay Wheeler","Dime Que S?","211102","Reggaeton"
"2022-04-19 13:22","Jay Wheeler","Yo Tampoco","228903","Reggaeton"
"2022-04-19 13:43","Jay Wheeler","Se Fue","42683","Reggaeton"
"2022-04-19 14:17","Jay Wheeler","Te Amo y Te Odio","144597","Reggaeton"
"2022-04-19 14:34","Jay Wheeler","Me Enamor?","12970","Reggaeton"
"2022-04-19 16:24","Jay Wheeler","Carita Triste","212464","Reggaeton"
"2022-04-19 16:27","Jay Wheeler","Canci?n Para Mi Ex","207262","Reggaeton"
"2022-04-19 16:30","Jay Wheeler","Antes","173387","Reggaeton"
"2022-04-19 16:33","Jay Wheeler","La Canci?n Mas Triste","190155","Reggaeton"
"2022-04-19 16:38","Jay Wheeler","?Qui?n Carajo?","267913","Reggaeton"
"2022-04-19 16:41","Jay Wheeler","Eazt","215947","Reggaeton"
"2022-04-19 16:44","Jay Wheeler","So?ando Despierto","176008","Reggaeton"
"2022-04-19 17:01","Jay Wheeler","Canci?n Para Ellas","200412","Reggaeton"
"2022-04-19 17:04","Jay Wheeler","Te Quiero As?","202886","Reggaeton"
"2022-04-19 17:05","Jay Wheeler","Gracias Al Cielo","87316","Reggaeton"
"2022-04-19 17:10","Jay Wheeler","Yo No Cambie - Unplugged","150745","Reggaeton"
"2022-04-19 17:12","Jay Wheeler","Diferente - Unplugged","127445","Reggaeton"
"2022-04-19 17:14","Jay Wheeler","Otra Noche M?s - Unplugged","78428","Reggaeton"
"2022-04-19 17:27","Jay Wheeler","Si Quieres Amor - Unplugged","14411","Reggaeton"
"2022-04-19 17:33","Kinito Mendez","El Tamarindo","300826","unknown_value_please_contact_support"
"2022-04-19 17:34","Andr?s Cepeda","No Es Casual","93633","unknown_value_please_contact_support"
"2022-04-19 18:34","JQ ""The #1 Contender""","Gracias a la Suegra - Remix","22890","unknown_value_please_contact_support"
"2022-04-19 18:42","Jc La Nevula","Te Hago Da?o Sin Querer","166844","unknown_value_please_contact_support"
"2022-04-19 18:43","Eddy Lover","El Amor Se Gana","29880","Reggaeton"
"2022-04-19 18:50","Toby Love","Coraz?n","204197","unknown_value_please_contact_support"
"2022-04-19 19:11","Kanye West","Monster","97267","HipHop"
"2022-04-19 19:12","The Weeknd","Sidewalks","32385","R&B/Pop"
"2022-04-19 19:12","Homie !","Perfecto Paralelo","15152","unknown_value_please_contact_support"
"2022-04-19 19:13","Wisin & Yandel","T? Tienes","17408","Reggaeton"
"2022-04-19 19:17","Zeo Munoz","Contigo en la Cabeza","274043","BaladaPop"
"2022-04-19 19:18","Drake","Nonstop","13563","HipHop"
"2022-04-19 19:22","Linkin Park","In the End","216875","Rock"
"2022-04-19 19:25","V?ctor Manuelle","Maldita Suerte","188949","unknown_value_please_contact_support"
"2022-04-19 19:37","Farruko","Nadie","228760","Reggaeton"
"2022-04-19 19:42","Lapiz Conciente","Yo No Te Quiero Perder","118585","unknown_value_please_contact_support"
"2022-04-19 19:47","Antonio Cartagena","Ni Siquiera","302928","unknown_value_please_contact_support"
"2022-04-19 19:50","The Weeknd","Blinding Lights","200040","R&B/Pop"
"2022-04-19 20:02","Axwell /\ Ingrosso","How Do You Feel Right Now","179386","unknown_value_please_contact_support"
"2022-04-19 20:19","Ricardo Arjona","Sin Ti... Sin Mi","260250","BaladaPop"
"2022-04-19 20:23","Jack ?","Where Are ? Now (with Justin Bieber)","250266","unknown_value_please_contact_support"
"2022-04-19 20:28","Pamel","Mas de Lo Que Ped?","16818","unknown_value_please_contact_support"
"2022-04-19 20:28","Kanye West","Ok Ok pt 2","204615","HipHop"
"2022-04-19 20:29","Shelow Shaq","No Toy Pa Boda","38417","unknown_value_please_contact_support"
"2022-04-19 20:37","De La Ghetto","Ac?rcate (feat. Nicky Jam) - Remix","237290","Reggaeton"
"2022-04-19 20:41","Ricardo Arjona","A la Medida - Versi?n Demo","200786","BaladaPop"
"2022-04-19 20:44","Manuel Turizo","Culpables","233919","unknown_value_please_contact_support"
"2022-04-19 20:46","Amenazzy","La Chanty","102360","unknown_value_please_contact_support"
"2022-04-19 21:05","Alex Gargolas","Muevete y Perrea","42180","Reggaeton"
"2022-04-19 21:54","Chris Brown","Do Better (feat. Brandy)","40732","R&B/Pop"
"2022-04-19 22:09","Rudimental","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","210772","unknown_value_please_contact_support"
"2022-04-19 22:14","Ricardo Arjona","Mi Novia Se Me Est? Poniendo Vieja","15917","BaladaPop"
"2022-04-19 22:18","Zion & Lennox","La player (Bandolera)","249608","unknown_value_please_contact_support"
"2022-04-19 22:19","Danny Ocean","Gime","17287","unknown_value_please_contact_support"
"2022-04-19 22:23","Kewin Cosmos","El Motivo","181283","unknown_value_please_contact_support"
"2022-04-19 22:27","Tito ""El Bambino""","El Amor","246783","Reggaeton"
"2022-04-19 22:33","August Alsina","Don't Matter","159297","unknown_value_please_contact_support"
"2022-04-19 22:43","Kesha","Praying","230250","unknown_value_please_contact_support"
"2022-04-19 22:46","Bad Bunny","Me Mata","17100","Reggaeton"
"2022-04-19 22:46","Pavel Nu?ez","Tengo","193413","unknown_value_please_contact_support"
"2022-04-19 22:47","Voz A Voz","Me Puedo Enamorar","72542","unknown_value_please_contact_support"
"2022-04-19 22:51","Vershon","Apretada","39599","unknown_value_please_contact_support"
"2022-04-19 23:07","J Balvin","No Es Justo","137420","unknown_value_please_contact_support"
"2022-04-20 10:17","Breakfast n Vegas","Give It Up","68589","unknown_value_please_contact_support"
"2022-04-20 10:18","Don Miguelo","La Fama (feat. Lapiz Conciente)","40396","unknown_value_please_contact_support"
"2022-04-20 10:26","Joe Arroyo","Pa'l Bailador","270281","unknown_value_please_contact_support"
"2022-04-20 10:29","Zeri","As? Te Ped?","225420","unknown_value_please_contact_support"
"2022-04-20 10:30","Tempo","El Rey del Drill","44327","unknown_value_please_contact_support"
"2022-04-20 10:33","Rauw Alejandro","?Cu?ndo Fue?","168949","Reggaeton"
"2022-04-20 10:34","Zeo Munoz","Era el Tiempo de Cerezas (feat. Tony Almont)","13375","BaladaPop"
"2022-04-20 10:34","El Gran Combo De Puerto Rico","Concierto De Amistad","35168","unknown_value_please_contact_support"
"2022-04-20 10:37","R.K.M & Ken-Y","Me Matas","196349","Reggaeton"
"2022-04-20 10:41","Canserbero","Pensando en Ti","244043","Hiphop/Rap"
"2022-04-20 10:45","Romeo Santos","A?os Luz","113537","Bachata"
"2022-04-20 10:45","Droow","Expediente","10852","unknown_value_please_contact_support"
"2022-04-20 10:50","Hans Zimmer","Organ Variation","96660","unknown_value_please_contact_support"
"2022-04-20 14:02","The Chainsmokers","Siren","174290","unknown_value_please_contact_support"
"2022-04-20 14:11","J Balvin","UN PESO","27404","unknown_value_please_contact_support"
"2022-04-20 14:16","50 Cent","Poor Lil Rich","71773","unknown_value_please_contact_support"
"2022-04-20 14:17","Chino & Nacho","El Poeta","77890","unknown_value_please_contact_support"
"2022-04-20 15:44","Ismael Rivera","Mi Jaragual","165000","Salsa"
"2022-04-20 15:50","El Gran Combo De Puerto Rico","Brujeria","53072","unknown_value_please_contact_support"
"2022-04-20 15:56","Dalex","Pa M? - Remix","360960","unknown_value_please_contact_support"
"2022-04-20 15:57","Kevin Lyttle","Turn Me On","80472","unknown_value_please_contact_support"
"2022-04-20 16:02","Carla Morrison","Una Salida","23883","BaladaPop"
"2022-04-20 16:02","Don Omar","Dile","204987","Reggaeton"
"2022-04-20 16:05","Zedd","The Middle","123265","unknown_value_please_contact_support"
"2022-04-20 16:10","The Weeknd","Die For You","260250","R&B/Pop"
"2022-04-20 16:14","Drake","God's Plan","126423","HipHop"
"2022-04-20 16:19","NF","My Life","215600","unknown_value_please_contact_support"
"2022-04-20 16:21","Lauv","i'm so tired...","132015","unknown_value_please_contact_support"
"2022-04-20 16:23","Logic","Pardon My Ego","93770","unknown_value_please_contact_support"
"2022-04-20 16:27","18 Kilates","Como Te Olvido","48621","unknown_value_please_contact_support"
"2022-04-20 16:32","Alexis y Fido","La Verdad","54496","Reggaeton"
"2022-04-20 16:37","Chris Brown","Autumn Leaves (feat. Kendrick Lamar)","54471","R&B/Pop"
"2022-04-20 16:45","Prince Royce","La Carretera","238702","Bachata"
"2022-04-20 16:54","Nio Garcia","M?rame","537552","unknown_value_please_contact_support"
"2022-04-20 17:01","Cali Y El Dandee","Te Necesito (D?j? Vu)","212226","unknown_value_please_contact_support"
"2022-04-20 17:06","Don Omar","Olvidar Que Somos Amigos","14035","Reggaeton"
"2022-04-20 17:06","Ricardo Arjona","Ni?a Buena","100575","BaladaPop"
"2022-04-20 17:09","Chris Brown","Body Shots","192070","R&B/Pop"
"2022-04-20 17:14","Rauw Alejandro","Cosa Guapa","255699","Reggaeton"
"2022-04-20 17:14","Reykon","Perriando","31300","unknown_value_please_contact_support"
"2022-04-20 17:14","Ricardo Arjona","Tarde (Sin Da?os A Terceros) - New Version","10944","BaladaPop"
"2022-04-20 17:18","Fidel Nadal","Te Robaste Mi Coraz?n","236980","unknown_value_please_contact_support"
"2022-04-20 17:21","Muse","Survival","167082","Rock"
"2022-04-20 17:28","Colby O'Donis","Don't Turn Back - Main","227623","unknown_value_please_contact_support"
"2022-04-20 17:31","CNCO","Mamita","174197","unknown_value_please_contact_support"
"2022-04-20 17:32","Grandmaster Flash","The Message","13790","unknown_value_please_contact_support"
"2022-04-20 17:32","Drake","Summer Games","44346","HipHop"
"2022-04-20 17:34","Chris Brown","Fallin Down","71441","R&B/Pop"
"2022-04-20 17:34","The Weeknd","True Colors","26760","R&B/Pop"
"2022-04-20 17:38","Alexis y Fido","S?bete (feat. Don Omar) - Remix Version","204560","Reggaeton"
"2022-04-20 17:42","Morat","Cu?nto Me Duele","12350","unknown_value_please_contact_support"
"2022-04-20 17:47","Jon Z","Nunca Me Amo","97975","unknown_value_please_contact_support"
"2022-04-20 17:51","Miky Woodz","Antes de Morirme","221241","unknown_value_please_contact_support"
"2022-04-20 17:55","Pusha T","Neck & Wrist (feat. JAY-Z & Pharrell)","209306","unknown_value_please_contact_support"
"2022-04-20 17:57","Nicky Jam","En La Cama","157049","Reggaeton"
"2022-04-20 17:59","Juanse","C?mo Mirarte - Live","73703","unknown_value_please_contact_support"
"2022-04-20 17:59","Chris Brown","Wobble Up (feat. Nicki Minaj & G-Eazy)","11083","R&B/Pop"
"2022-04-20 18:11","J Alvarez","Sexo, Sudor y Calor - Remix","325359","unknown_value_please_contact_support"
"2022-04-20 18:11","Ricardo Arjona","Se Nos Muere el Amor","27927","BaladaPop"
"2022-04-20 18:15","Morat","Besos En Guerra","231532","unknown_value_please_contact_support"
"2022-04-20 18:20","Toby Love","Quiz?s (feat. Yuridia)","12893","unknown_value_please_contact_support"
"2022-04-20 18:20","Pamel","Con El","23510","unknown_value_please_contact_support"
"2022-04-20 18:27","Martin Garrix","Sun Is Never Going Down (feat. Dawn Golden)","204418","unknown_value_please_contact_support"
"2022-04-20 18:31","Various Artists","Asi Te Amo","247247","unknown_value_please_contact_support"
"2022-04-20 18:34","Kranium","Stamina","174847","unknown_value_please_contact_support"
"2022-04-20 18:38","Don Omar","Aunque Te Fuiste","243114","Reggaeton"
"2022-04-20 18:44","Alexis y Fido","No Te Llor?","262340","Reggaeton"
"2022-04-20 18:49","Juhn","Calentura (Remix) [feat. Jonz, Lenny Tavarez & Miky Woodz]","336272","unknown_value_please_contact_support"
"2022-04-20 18:52","Joeboy","Baby","165448","unknown_value_please_contact_support"
"2022-04-20 18:55","Ludwig van Beethoven","F?r Elise, WoO 59","188454","unknown_value_please_contact_support"
"2022-04-20 18:56","Gonzalo Genek","El Ultimo Posdata","11337","unknown_value_please_contact_support"
"2022-04-20 19:00","Frank Reyes","Por Ti Voy a Morir","257600","unknown_value_please_contact_support"
"2022-04-20 19:05","Don Omar","Dutty Love","285328","Reggaeton"
"2022-04-20 19:09","Huey Dunbar","Con Cada Beso - Salsa","250403","unknown_value_please_contact_support"
"2022-04-20 19:23","Late Night Special","Don't Leave Me Lonely","213467","unknown_value_please_contact_support"
"2022-04-20 19:27","Juan Mag?n","Quiero Que Sepas","248083","unknown_value_please_contact_support"
"2022-04-20 19:30","Brock Ansiolitiko","Coraz?n dalt?nico","220114","BaladaPop"
"2022-04-20 19:34","Justin Quiles","Si Ella Quisiera","212161","unknown_value_please_contact_support"
"2022-04-20 19:44","Tony Dize","Solos - Remix","224259","Reggaeton"
"2022-04-20 19:47","Scrop","Diosa de M?","197456","unknown_value_please_contact_support"
"2022-04-20 19:52","Ricardo Arjona","Me Ense?aste","281286","BaladaPop"
"2022-04-20 19:56","Boza","Odiarte","202052","unknown_value_please_contact_support"
"2022-04-20 19:56","Logic","Keanu Reeves","14610","unknown_value_please_contact_support"
"2022-04-20 19:59","Chris Brown","Indigo","192626","R&B/Pop"
"2022-04-20 20:00","Maffio","EspectaCULO","30366","unknown_value_please_contact_support"
"2022-04-20 20:06","Akon","I Wanna Love You","51695","unknown_value_please_contact_support"
"2022-04-20 20:07","Brock Ansiolitiko","Hip Hop","81605","BaladaPop"
"2022-04-20 20:07","Ricardo Arjona","Te Conozco - New Version","29170","BaladaPop"
"2022-04-20 20:38","Cigarettes After Sex","K.","16897","unknown_value_please_contact_support"
"2022-04-20 20:38","Jaymes Young","Moondust - Stripped","216720","unknown_value_please_contact_support"
"2022-04-20 20:40","Burna Boy","Collateral Damage","56194","unknown_value_please_contact_support"
"2022-04-20 20:41","Bad Bunny","EL MUNDO ES M?O","46721","Reggaeton"
"2022-04-20 20:45","Logic","Lost In Translation","289773","unknown_value_please_contact_support"
"2022-04-20 20:48","Chris Brown","Emerald / Burgundy (feat. Juvenile & Juicy J)","156901","R&B/Pop"
"2022-04-20 20:49","J Balvin","Arco?ris","18697","unknown_value_please_contact_support"
"2022-04-20 20:52","Linkin Park","Sharp Edges","178191","Rock"
"2022-04-20 20:52","Alexis y Fido","Hazme Tuyo","20269","Reggaeton"
"2022-04-20 20:55","Kendrick Lamar","All The Stars (with SZA)","131281","unknown_value_please_contact_support"
"2022-04-20 20:58","Cigarettes After Sex","Neon Moon","225745","unknown_value_please_contact_support"
"2022-04-20 21:19","Residente","Ren?","448560","unknown_value_please_contact_support"
"2022-04-20 21:24","J Balvin","Negro","63113","unknown_value_please_contact_support"
"2022-04-20 21:52","Daft Punk","The Game of Love","208460","unknown_value_please_contact_support"
"2022-04-21 10:24","Yandel","Que No Acabe","50303","Reggaeton"
"2022-04-21 10:25","H?ctor Acosta ""El Torito""","Amorcito Enfermito","10696","unknown_value_please_contact_support"
"2022-04-21 10:25","Poeta Callejero","Bonita Bonita","42504","unknown_value_please_contact_support"
"2022-04-21 10:33","DJ Nelson","En La Disco","196906","unknown_value_please_contact_support"
"2022-04-21 10:42","Chris Brown","I Got Time (feat. Shad Da God)","203036","R&B/Pop"
"2022-04-21 10:43","Ala Jaza","La Ocasion (En Vivo)","59544","unknown_value_please_contact_support"
"2022-04-21 10:46","Pamel","Sencillamente","218176","unknown_value_please_contact_support"
"2022-04-21 10:50","Ricardo Arjona","Dame","226253","BaladaPop"
"2022-04-21 10:58","Chris Brown","Nowhere","36886","R&B/Pop"
"2022-04-21 13:11","Jon Z","Falso Amor","200018","unknown_value_please_contact_support"
"2022-04-21 13:13","Jadiel el Incomparable","Fashion Girl","130202","unknown_value_please_contact_support"
"2022-04-21 13:22","Big Gigantic","Good Times Roll","243518","unknown_value_please_contact_support"
"2022-04-21 13:33","Maluma","Marinero","23086","unknown_value_please_contact_support"
"2022-04-21 14:27","ZAYN","You Can't Hide / You Can't Hide From Yourself (Touch of Class GMF Remix)","18154","unknown_value_please_contact_support"
"2022-04-21 14:27","NJC","Problemas Del Amor","42308","unknown_value_please_contact_support"
"2022-04-21 14:31","Mr. Don","I Believe","210964","unknown_value_please_contact_support"
"2022-04-21 14:34","Chris Brown","New Flame (feat. Usher & Rick Ross)","23389","R&B/Pop"
"2022-04-21 14:35","Chris Brown","Say It With Me","27406","R&B/Pop"
"2022-04-21 14:35","Morat","En Un S?lo Dia","13965","unknown_value_please_contact_support"
"2022-04-21 14:36","Zeri","Extra?os","13086","unknown_value_please_contact_support"
